Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load,id
0.86,588.0,294.0,147.0,7.0,2,0.25,3,28.4,33.52,287
0.86,588.0,294.0,147.0,7.0,3,0.25,3,29.4,32.93,288
0.86,588.0,294.0,147.0,7.0,5,0.25,3,29.07,29.82,289
0.82,612.5,318.5,147.0,7.0,3,0.25,3,25.48,27.76,290
0.82,612.5,318.5,147.0,7.0,4,0.25,3,25.37,26.95,291
0.82,612.5,318.5,147.0,7.0,5,0.25,3,25.17,26.41,292
0.79,637.0,343.0,147.0,7.0,2,0.25,3,39.04,45.13,293
0.79,637.0,343.0,147.0,7.0,3,0.25,3,38.35,43.66,294
0.79,637.0,343.0,147.0,7.0,4,0.25,3,39.81,37.76,295
0.79,637.0,343.0,147.0,7.0,5,0.25,3,39.83,36.87,296
0.76,661.5,416.5,122.5,7.0,4,0.25,3,35.64,37.28,297
0.76,661.5,416.5,122.5,7.0,5,0.25,3,36.52,37.29,298
0.74,686.0,245.0,220.5,3.5,2,0.25,3,11.8,14.49,299
0.74,686.0,245.0,220.5,3.5,4,0.25,3,11.98,14.72,300
0.71,710.5,269.5,220.5,3.5,2,0.25,3,12.41,14.92,301
0.71,710.5,269.5,220.5,3.5,3,0.25,3,12.28,14.74,302
0.71,710.5,269.5,220.5,3.5,4,0.25,3,12.1,15.57,303
0.71,710.5,269.5,220.5,3.5,5,0.25,3,12.19,14.94,304
0.69,735.0,294.0,220.5,3.5,2,0.25,3,12.34,14.92,305
0.69,735.0,294.0,220.5,3.5,3,0.25,3,12.46,14.38,306
0.69,735.0,294.0,220.5,3.5,4,0.25,3,12.31,15.44,307
0.69,735.0,294.0,220.5,3.5,5,0.25,3,12.12,15.17,308
0.66,759.5,318.5,220.5,3.5,2,0.25,3,12.97,15.53,309
0.66,759.5,318.5,220.5,3.5,3,0.25,3,13.01,15.8,310
0.66,759.5,318.5,220.5,3.5,4,0.25,3,12.74,16.14,311
0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.84,16.26,312
0.64,784.0,343.0,220.5,3.5,2,0.25,3,16.83,19.87,313
0.64,784.0,343.0,220.5,3.5,4,0.25,3,16.66,20.46,314
0.64,784.0,343.0,220.5,3.5,5,0.25,3,16.86,20.28,315
0.62,808.5,367.5,220.5,3.5,3,0.25,3,14.34,14.96,316
0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.95,14.89,317
0.98,514.5,294.0,110.25,7.0,4,0.25,4,28.15,30.19,318
0.98,514.5,294.0,110.25,7.0,5,0.25,4,28.62,30.12,319
0.9,563.5,318.5,122.5,7.0,2,0.25,4,32.67,32.12,320
0.9,563.5,318.5,122.5,7.0,3,0.25,4,31.69,37.12,321
0.9,563.5,318.5,122.5,7.0,4,0.25,4,32.07,36.16,322
0.9,563.5,318.5,122.5,7.0,5,0.25,4,33.28,33.16,323
0.86,588.0,294.0,147.0,7.0,2,0.25,4,29.47,29.45,324
0.86,588.0,294.0,147.0,7.0,3,0.25,4,28.42,34.19,325
0.86,588.0,294.0,147.0,7.0,4,0.25,4,29.08,33.93,326
0.86,588.0,294.0,147.0,7.0,5,0.25,4,29.88,28.31,327
0.82,612.5,318.5,147.0,7.0,2,0.25,4,25.66,26.3,328
0.82,612.5,318.5,147.0,7.0,3,0.25,4,24.96,29.43,329
0.82,612.5,318.5,147.0,7.0,4,0.25,4,25.43,28.76,330
0.82,612.5,318.5,147.0,7.0,5,0.25,4,26.0,27.34,331
0.79,637.0,343.0,147.0,7.0,3,0.25,4,38.84,45.48,332
0.79,637.0,343.0,147.0,7.0,4,0.25,4,38.33,44.16,333
0.76,661.5,416.5,122.5,7.0,2,0.25,4,36.95,37.2,334
0.76,661.5,416.5,122.5,7.0,3,0.25,4,36.45,36.76,335
0.76,661.5,416.5,122.5,7.0,4,0.25,4,36.81,37.05,336
0.76,661.5,416.5,122.5,7.0,5,0.25,4,36.26,37.51,337
0.74,686.0,245.0,220.5,3.5,4,0.25,4,12.18,15.03,338
0.74,686.0,245.0,220.5,3.5,5,0.25,4,12.43,15.35,339
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36,14.67,340
0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49,15.09,341
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28,15.64,342
0.69,735.0,294.0,220.5,3.5,2,0.25,4,12.91,15.37,343
0.69,735.0,294.0,220.5,3.5,3,0.25,4,12.95,15.73,344
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.67,15.83,345
0.69,735.0,294.0,220.5,3.5,5,0.25,4,12.86,16.13,346
0.66,759.5,318.5,220.5,3.5,3,0.25,4,13.0,15.59,347
0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92,16.14,348
0.64,784.0,343.0,220.5,3.5,2,0.25,4,16.99,19.65,349
0.64,784.0,343.0,220.5,3.5,4,0.25,4,16.56,20.37,350
0.64,784.0,343.0,220.5,3.5,5,0.25,4,16.62,19.9,351
0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33,15.41,352
0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61,15.56,353
0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61,15.07,354
0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65,15.38,355
0.98,514.5,294.0,110.25,7.0,2,0.25,5,28.69,29.53,356
0.98,514.5,294.0,110.25,7.0,3,0.25,5,28.58,29.77,357
0.9,563.5,318.5,122.5,7.0,2,0.25,5,33.13,32.25,358
0.9,563.5,318.5,122.5,7.0,3,0.25,5,32.31,32.0,359
0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.71,28.02,360
0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.09,29.43,361
0.86,588.0,294.0,147.0,7.0,5,0.25,5,29.39,33.47,362
0.82,612.5,318.5,147.0,7.0,2,0.25,5,25.7,26.53,363
0.82,612.5,318.5,147.0,7.0,3,0.25,5,25.17,26.08,364
0.82,612.5,318.5,147.0,7.0,5,0.25,5,25.49,28.14,365
0.79,637.0,343.0,147.0,7.0,2,0.25,5,39.89,37.54,366
0.79,637.0,343.0,147.0,7.0,3,0.25,5,39.83,36.66,367
0.79,637.0,343.0,147.0,7.0,4,0.25,5,39.01,45.28,368
0.79,637.0,343.0,147.0,7.0,5,0.25,5,38.65,43.73,369
0.76,661.5,416.5,122.5,7.0,2,0.25,5,35.69,36.93,370
0.76,661.5,416.5,122.5,7.0,4,0.25,5,36.06,35.73,371
0.76,661.5,416.5,122.5,7.0,5,0.25,5,36.7,36.15,372
0.74,686.0,245.0,220.5,3.5,2,0.25,5,12.12,14.48,373
0.74,686.0,245.0,220.5,3.5,3,0.25,5,11.67,14.58,374
0.74,686.0,245.0,220.5,3.5,4,0.25,5,11.64,14.81,375
0.74,686.0,245.0,220.5,3.5,5,0.25,5,12.02,14.03,376
0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27,15.27,377
0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19,14.71,378
0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25,15.23,379
0.69,735.0,294.0,220.5,3.5,4,0.25,5,12.18,15.22,380
0.69,735.0,294.0,220.5,3.5,5,0.25,5,12.47,14.6,381
0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,16.03,382
0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,15.8,383
0.64,784.0,343.0,220.5,3.5,2,0.25,5,16.73,20.13,384
0.64,784.0,343.0,220.5,3.5,3,0.25,5,16.86,20.01,385
0.64,784.0,343.0,220.5,3.5,4,0.25,5,16.76,20.19,386
0.64,784.0,343.0,220.5,3.5,5,0.25,5,16.92,20.29,387
0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,15.19,388
0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,14.61,389
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,14.61,390
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75,391
0.98,514.5,294.0,110.25,7.0,3,0.4,1,32.26,33.34,392
0.98,514.5,294.0,110.25,7.0,4,0.4,1,32.49,32.83,393
0.98,514.5,294.0,110.25,7.0,5,0.4,1,32.53,33.04,394
0.9,563.5,318.5,122.5,7.0,2,0.4,1,36.47,39.28,395
0.9,563.5,318.5,122.5,7.0,3,0.4,1,37.24,36.38,396
0.86,588.0,294.0,147.0,7.0,2,0.4,1,31.89,35.99,397
0.86,588.0,294.0,147.0,7.0,3,0.4,1,32.39,30.66,398
0.86,588.0,294.0,147.0,7.0,4,0.4,1,32.09,31.7,399
0.86,588.0,294.0,147.0,7.0,5,0.4,1,31.29,36.73,400
0.82,612.5,318.5,147.0,7.0,2,0.4,1,29.22,31.71,401
0.82,612.5,318.5,147.0,7.0,3,0.4,1,29.91,29.13,402
0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.53,28.99,403
0.82,612.5,318.5,147.0,7.0,5,0.4,1,28.65,33.54,404
0.79,637.0,343.0,147.0,7.0,3,0.4,1,42.62,39.07,405
0.79,637.0,343.0,147.0,7.0,4,0.4,1,42.5,38.35,406
0.79,637.0,343.0,147.0,7.0,5,0.4,1,41.67,46.94,407
0.76,661.5,416.5,122.5,7.0,4,0.4,1,40.71,40.63,408
0.76,661.5,416.5,122.5,7.0,5,0.4,1,40.43,39.48,409
0.74,686.0,245.0,220.5,3.5,2,0.4,1,14.52,16.94,410
0.74,686.0,245.0,220.5,3.5,3,0.4,1,14.61,17.25,411
0.74,686.0,245.0,220.5,3.5,5,0.4,1,14.55,17.25,412
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,17.1,413
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51,414
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,17.12,415
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47,416
0.69,735.0,294.0,220.5,3.5,2,0.4,1,14.51,16.5,417
0.69,735.0,294.0,220.5,3.5,3,0.4,1,14.7,17.0,418
0.69,735.0,294.0,220.5,3.5,4,0.4,1,14.42,16.87,419
0.69,735.0,294.0,220.5,3.5,5,0.4,1,14.42,17.2,420
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14,421
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03,422
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14,423
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95,424
0.64,784.0,343.0,220.5,3.5,3,0.4,1,19.36,22.73,425
0.64,784.0,343.0,220.5,3.5,4,0.4,1,19.48,22.72,426
0.64,784.0,343.0,220.5,3.5,5,0.4,1,19.42,22.53,427
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2,428
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21,429
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15,430
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2,431
0.98,514.5,294.0,110.25,7.0,2,0.4,2,32.82,32.96,432
0.98,514.5,294.0,110.25,7.0,3,0.4,2,32.71,33.13,433
0.98,514.5,294.0,110.25,7.0,4,0.4,2,32.24,33.94,434
0.9,563.5,318.5,122.5,7.0,2,0.4,2,35.84,38.35,435
0.86,588.0,294.0,147.0,7.0,2,0.4,2,32.48,35.48,436
0.86,588.0,294.0,147.0,7.0,3,0.4,2,32.74,30.53,437
0.86,588.0,294.0,147.0,7.0,4,0.4,2,32.13,32.28,438
0.82,612.5,318.5,147.0,7.0,2,0.4,2,28.95,30.34,439
0.82,612.5,318.5,147.0,7.0,3,0.4,2,29.49,27.93,440
0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.64,28.95,441
0.82,612.5,318.5,147.0,7.0,5,0.4,2,28.01,32.92,442
0.79,637.0,343.0,147.0,7.0,2,0.4,2,41.64,45.59,443
0.79,637.0,343.0,147.0,7.0,3,0.4,2,43.1,39.41,444
0.79,637.0,343.0,147.0,7.0,5,0.4,2,41.92,48.03,445
0.76,661.5,416.5,122.5,7.0,2,0.4,2,40.78,39.48,446
0.76,661.5,416.5,122.5,7.0,3,0.4,2,40.15,40.4,447
0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.57,40.47,448
0.76,661.5,416.5,122.5,7.0,5,0.4,2,40.42,39.7,449
0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.54,16.43,450
0.74,686.0,245.0,220.5,3.5,3,0.4,2,14.45,16.93,451
0.74,686.0,245.0,220.5,3.5,4,0.4,2,14.18,16.99,452
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51,453
0.69,735.0,294.0,220.5,3.5,3,0.4,2,14.71,17.01,454
0.69,735.0,294.0,220.5,3.5,4,0.4,2,14.33,17.23,455
0.69,735.0,294.0,220.5,3.5,5,0.4,2,14.62,17.22,456
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85,457
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89,458
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36,459
0.64,784.0,343.0,220.5,3.5,2,0.4,2,19.2,21.72,460
0.64,784.0,343.0,220.5,3.5,5,0.4,2,19.12,21.93,461
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38,462
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86,463
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99,464
0.98,514.5,294.0,110.25,7.0,3,0.4,3,32.69,33.24,465
0.98,514.5,294.0,110.25,7.0,4,0.4,3,32.23,33.86,466
0.98,514.5,294.0,110.25,7.0,5,0.4,3,32.75,34.0,467
0.9,563.5,318.5,122.5,7.0,2,0.4,3,34.24,37.26,468
0.9,563.5,318.5,122.5,7.0,4,0.4,3,35.05,33.82,469
0.9,563.5,318.5,122.5,7.0,5,0.4,3,34.29,33.31,470
0.86,588.0,294.0,147.0,7.0,2,0.4,3,31.28,35.22,471
0.86,588.0,294.0,147.0,7.0,3,0.4,3,32.12,34.7,472
0.86,588.0,294.0,147.0,7.0,4,0.4,3,32.05,30.11,473
0.82,612.5,318.5,147.0,7.0,3,0.4,3,29.67,30.65,474
0.82,612.5,318.5,147.0,7.0,4,0.4,3,29.47,29.77,475
0.79,637.0,343.0,147.0,7.0,3,0.4,3,41.3,44.18,476
0.79,637.0,343.0,147.0,7.0,4,0.4,3,42.49,38.81,477
0.79,637.0,343.0,147.0,7.0,5,0.4,3,42.08,38.23,478
0.76,661.5,416.5,122.5,7.0,2,0.4,3,39.32,38.17,479
0.76,661.5,416.5,122.5,7.0,3,0.4,3,39.84,38.48,480
0.76,661.5,416.5,122.5,7.0,4,0.4,3,38.89,39.66,481
0.76,661.5,416.5,122.5,7.0,5,0.4,3,39.68,40.1,482
0.74,686.0,245.0,220.5,3.5,3,0.4,3,14.22,15.39,483
0.74,686.0,245.0,220.5,3.5,4,0.4,3,14.1,16.57,484
0.74,686.0,245.0,220.5,3.5,5,0.4,3,13.78,16.6,485
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11,486
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47,487
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7,488
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1,489
0.69,735.0,294.0,220.5,3.5,2,0.4,3,14.32,16.35,490
0.69,735.0,294.0,220.5,3.5,3,0.4,3,14.56,15.84,491
0.69,735.0,294.0,220.5,3.5,4,0.4,3,14.33,16.99,492
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04,493
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63,494
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22,495
0.64,784.0,343.0,220.5,3.5,2,0.4,3,18.48,20.78,496
0.64,784.0,343.0,220.5,3.5,3,0.4,3,18.71,20.72,497
0.64,784.0,343.0,220.5,3.5,4,0.4,3,18.48,21.54,498
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14,499
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56,500
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16.0,501
0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.85,32.95,502
0.98,514.5,294.0,110.25,7.0,4,0.4,4,32.21,33.95,503
0.98,514.5,294.0,110.25,7.0,5,0.4,4,32.74,33.88,504
0.9,563.5,318.5,122.5,7.0,2,0.4,4,36.45,33.98,505
0.9,563.5,318.5,122.5,7.0,4,0.4,4,35.4,39.22,506
0.9,563.5,318.5,122.5,7.0,5,0.4,4,36.57,36.1,507
0.86,588.0,294.0,147.0,7.0,2,0.4,4,32.38,31.53,508
0.86,588.0,294.0,147.0,7.0,3,0.4,4,31.66,36.2,509
0.86,588.0,294.0,147.0,7.0,4,0.4,4,32.15,36.21,510
0.86,588.0,294.0,147.0,7.0,5,0.4,4,32.75,31.0,511
0.82,612.5,318.5,147.0,7.0,2,0.4,4,28.93,28.2,512
0.82,612.5,318.5,147.0,7.0,3,0.4,4,28.05,32.35,513
0.82,612.5,318.5,147.0,7.0,4,0.4,4,28.64,31.14,514
0.82,612.5,318.5,147.0,7.0,5,0.4,4,29.52,28.43,515
0.79,637.0,343.0,147.0,7.0,2,0.4,4,42.77,38.33,516
0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.73,47.59,517
0.76,661.5,416.5,122.5,7.0,3,0.4,4,40.4,39.67,518
0.76,661.5,416.5,122.5,7.0,5,0.4,4,40.11,40.77,519
0.74,686.0,245.0,220.5,3.5,2,0.4,4,14.37,16.61,520
0.74,686.0,245.0,220.5,3.5,3,0.4,4,14.48,16.74,521
0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.32,16.9,522
0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.44,17.32,523
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85,524
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2,525
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23,526
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74,527
0.69,735.0,294.0,220.5,3.5,2,0.4,4,14.54,16.81,528
0.69,735.0,294.0,220.5,3.5,3,0.4,4,14.62,16.88,529
0.69,735.0,294.0,220.5,3.5,5,0.4,4,14.71,17.39,530
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86,531
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82,532
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36,533
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24,534
0.64,784.0,343.0,220.5,3.5,2,0.4,4,19.06,21.68,535
0.64,784.0,343.0,220.5,3.5,3,0.4,4,19.13,21.54,536
0.64,784.0,343.0,220.5,3.5,5,0.4,4,18.84,22.49,537
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79,538
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79,539
0.98,514.5,294.0,110.25,7.0,3,0.4,5,32.72,33.23,540
0.98,514.5,294.0,110.25,7.0,4,0.4,5,32.21,33.76,541
0.98,514.5,294.0,110.25,7.0,5,0.4,5,32.73,34.01,542
0.9,563.5,318.5,122.5,7.0,2,0.4,5,35.67,33.94,543
0.9,563.5,318.5,122.5,7.0,4,0.4,5,34.72,38.79,544
0.9,563.5,318.5,122.5,7.0,5,0.4,5,35.24,37.27,545
0.86,588.0,294.0,147.0,7.0,3,0.4,5,31.81,31.2,546
0.86,588.0,294.0,147.0,7.0,4,0.4,5,31.12,36.26,547
0.82,612.5,318.5,147.0,7.0,2,0.4,5,30.0,29.93,548
0.82,612.5,318.5,147.0,7.0,3,0.4,5,29.5,29.56,549
0.82,612.5,318.5,147.0,7.0,5,0.4,5,29.92,32.54,550
0.79,637.0,343.0,147.0,7.0,2,0.4,5,42.11,38.56,551
0.79,637.0,343.0,147.0,7.0,3,0.4,5,41.96,37.7,552
0.79,637.0,343.0,147.0,7.0,4,0.4,5,41.09,47.01,553
0.79,637.0,343.0,147.0,7.0,5,0.4,5,40.79,44.87,554
0.76,661.5,416.5,122.5,7.0,2,0.4,5,38.82,39.37,555
0.76,661.5,416.5,122.5,7.0,3,0.4,5,39.72,39.8,556
0.76,661.5,416.5,122.5,7.0,4,0.4,5,39.31,37.79,557
0.76,661.5,416.5,122.5,7.0,5,0.4,5,39.86,38.18,558
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.41,16.69,559
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.39,16.7,560
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58,561
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33,562
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31,563
0.69,735.0,294.0,220.5,3.5,2,0.4,5,14.12,16.63,564
0.69,735.0,294.0,220.5,3.5,3,0.4,5,14.28,15.87,565
0.69,735.0,294.0,220.5,3.5,5,0.4,5,14.21,16.74,566
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64,567
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79,568
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55,569
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06,570
0.64,784.0,343.0,220.5,3.5,3,0.4,5,18.19,20.21,571
0.64,784.0,343.0,220.5,3.5,4,0.4,5,18.16,20.71,572
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11,573
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61,574
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03,575
